account_id,fiscal_quarter,arr_usd
A0205,2025-Q4,196000
A0205,2026-Q1,196000
A0206,2025-Q1,160000
A0206,2025-Q2,160000
A0206,2025-Q3,160000
A0206,2025-Q4,257000
A0206,2026-Q1,257000
A0207,2025-Q1,103000
A0207,2025-Q2,103000
A0207,2025-Q3,103000
A0207,2025-Q4,103000
A0207,2026-Q1,103000
A0208,2025-Q1,101000
A0208,2025-Q2,101000
A0208,2025-Q3,101000
A0208,2025-Q4,101000
A0208,2026-Q1,103000
A0209,2025-Q1,43000
A0209,2025-Q2,43000
A0209,2025-Q3,43000
A0209,2025-Q4,43000
A0209,2026-Q1,43000
A0210,2025-Q1,54000
A0210,2025-Q2,54000
A0210,2025-Q3,54000
A0210,2025-Q4,54000
A0210,2026-Q1,54000
A0211,2025-Q1,219000
A0211,2025-Q2,219000
A0211,2025-Q3,219000
A0211,2025-Q4,219000
A0211,2026-Q1,233000
A0212,2025-Q1,182000
A0212,2025-Q2,609000
A0212,2025-Q3,609000
A0212,2025-Q4,609000
A0212,2026-Q1,609000
A0213,2025-Q1,44000
A0213,2025-Q2,44000
A0213,2025-Q3,44000
A0213,2025-Q4,44000
A0213,2026-Q1,44000
A0214,2025-Q1,13000
A0214,2025-Q2,42000
A0214,2025-Q3,33000
A0214,2025-Q4,33000
A0214,2026-Q1,33000
A0215,2025-Q1,169000
A0215,2025-Q2,169000
A0215,2025-Q3,478000
A0215,2025-Q4,478000
A0215,2026-Q1,478000
A0216,2025-Q1,266000
A0216,2025-Q2,266000
A0216,2025-Q3,266000
A0216,2025-Q4,266000
A0216,2026-Q1,390000
A0217,2025-Q1,28000
A0217,2025-Q2,28000
A0217,2025-Q3,28000
A0217,2025-Q4,28000
A0217,2026-Q1,30000
A0218,2025-Q1,174000
A0218,2025-Q2,174000
A0218,2025-Q3,174000
A0218,2025-Q4,174000
A0218,2026-Q1,336000
A0219,2025-Q1,14000
A0219,2025-Q2,14000
A0219,2025-Q3,14000
A0219,2025-Q4,14000
A0219,2026-Q1,16000
A0220,2025-Q1,73000
A0220,2025-Q2,73000
A0220,2025-Q3,73000
A0220,2025-Q4,175000
A0220,2026-Q1,175000
A0221,2025-Q1,235000
A0221,2025-Q2,235000
A0221,2025-Q3,453000
A0221,2025-Q4,453000
A0221,2026-Q1,453000
A0222,2025-Q1,31000
A0222,2025-Q2,31000
A0222,2025-Q3,36000
A0222,2025-Q4,36000
A0222,2026-Q1,36000
A0223,2025-Q1,26000
A0223,2025-Q2,26000
A0223,2025-Q3,26000
A0223,2025-Q4,26000
A0223,2026-Q1,53000
A0224,2025-Q1,0
A0225,2025-Q1,16000
A0225,2025-Q2,16000
A0225,2025-Q3,177000
A0225,2025-Q4,177000
A0225,2026-Q1,21000
A0226,2025-Q1,169000
A0226,2025-Q2,341000
A0226,2025-Q3,341000
A0226,2025-Q4,341000
A0226,2026-Q1,341000
A0227,2025-Q1,190000
A0227,2025-Q2,192000
A0227,2025-Q3,192000
A0227,2025-Q4,192000
A0227,2026-Q1,192000
A0228,2025-Q1,28000
A0228,2025-Q2,28000
A0228,2025-Q3,28000
A0228,2025-Q4,29000
A0228,2026-Q1,416000
A0229,2025-Q1,252000
A0229,2025-Q2,252000
A0229,2025-Q3,252000
A0229,2025-Q4,258000
A0229,2026-Q1,258000
A0230,2025-Q1,23000
A0230,2025-Q2,25000
A0230,2025-Q3,25000
A0230,2025-Q4,25000
A0230,2026-Q1,25000
A0231,2025-Q1,47000
A0231,2025-Q2,47000
A0231,2025-Q3,47000
A0231,2025-Q4,47000
A0231,2026-Q1,47000
A0232,2025-Q1,17000
A0232,2025-Q2,17000
A0232,2025-Q3,17000
A0232,2025-Q4,26000
A0232,2026-Q1,26000
A0233,2025-Q1,240000
A0233,2025-Q2,240000
A0233,2025-Q3,506000
A0233,2025-Q4,506000
A0233,2026-Q1,506000
A0234,2025-Q1,171000
A0234,2025-Q2,171000
A0234,2025-Q3,315000
A0234,2025-Q4,315000
A0234,2026-Q1,315000
A0235,2025-Q1,238000
A0235,2025-Q2,242000
A0235,2025-Q3,242000
A0235,2025-Q4,242000
A0235,2026-Q1,242000
A0236,2025-Q1,285000
A0236,2025-Q2,285000
A0236,2025-Q3,285000
A0236,2025-Q4,285000
A0236,2026-Q1,285000
A0237,2025-Q1,56000
A0237,2025-Q2,56000
A0237,2025-Q3,56000
A0237,2025-Q4,0
A0238,2025-Q1,252000
A0238,2025-Q2,252000
A0238,2025-Q3,252000
A0238,2025-Q4,252000
A0238,2026-Q1,266000
A0239,2025-Q1,40000
A0239,2025-Q2,40000
A0239,2025-Q3,46000
A0239,2025-Q4,46000
A0239,2026-Q1,46000
A0240,2025-Q1,29000
A0240,2025-Q2,29000
A0240,2025-Q3,46000
A0240,2025-Q4,46000
A0240,2026-Q1,46000
A0241,2025-Q1,31000
A0241,2025-Q2,31000
A0241,2025-Q3,31000
A0241,2025-Q4,44000
A0241,2026-Q1,44000
A0242,2025-Q1,96000
A0242,2025-Q2,96000
A0242,2025-Q3,96000
A0242,2025-Q4,116000
A0242,2026-Q1,116000
A0243,2025-Q1,16000
A0243,2025-Q2,174000
A0243,2025-Q3,174000
A0243,2025-Q4,174000
A0243,2026-Q1,0
A0244,2025-Q1,53000
A0244,2025-Q2,53000
A0244,2025-Q3,53000
A0244,2025-Q4,53000
A0244,2026-Q1,53000
A0245,2025-Q1,83000
A0245,2025-Q2,83000
A0245,2025-Q3,83000
A0245,2025-Q4,83000
A0245,2026-Q1,104000
A0246,2025-Q1,159000
A0246,2025-Q2,168000
A0246,2025-Q3,168000
A0246,2025-Q4,168000
A0246,2026-Q1,168000
A0247,2025-Q1,220000
A0247,2025-Q2,254000
A0247,2025-Q3,254000
A0247,2025-Q4,254000
A0247,2026-Q1,254000
A0248,2025-Q1,28000
A0248,2025-Q2,28000
A0248,2025-Q3,28000
A0248,2025-Q4,79000
A0248,2026-Q1,79000
A0249,2025-Q1,98000
A0249,2025-Q2,98000
A0249,2025-Q3,98000
A0249,2025-Q4,98000
A0249,2026-Q1,243000
A0250,2025-Q1,246000
A0250,2025-Q2,290000
A0250,2025-Q3,290000
A0250,2025-Q4,290000
A0250,2026-Q1,290000
A0251,2025-Q1,27000
A0251,2025-Q2,27000
A0251,2025-Q3,27000
A0251,2025-Q4,27000
A0251,2026-Q1,27000
A0252,2025-Q1,118000
A0252,2025-Q2,118000
A0252,2025-Q3,118000
A0252,2025-Q4,118000
A0252,2026-Q1,118000
A0253,2025-Q1,205000
A0253,2025-Q2,205000
A0253,2025-Q3,212000
A0253,2025-Q4,212000
A0253,2026-Q1,212000
A0254,2025-Q1,95000
A0254,2025-Q2,95000
A0254,2025-Q3,96000
A0254,2025-Q4,96000
A0254,2026-Q1,96000
A0255,2025-Q1,12000
A0255,2025-Q2,12000
A0255,2025-Q3,12000
A0255,2025-Q4,16000
A0255,2026-Q1,16000
A0256,2025-Q1,142000
A0256,2025-Q2,142000
A0256,2025-Q3,142000
A0256,2025-Q4,144000
A0256,2026-Q1,144000
A0257,2025-Q1,82000
A0257,2025-Q2,82000
A0257,2025-Q3,82000
A0257,2025-Q4,243000
A0257,2026-Q1,243000
A0258,2025-Q1,27000
A0258,2025-Q2,27000
A0258,2025-Q3,27000
A0258,2025-Q4,27000
A0258,2026-Q1,27000
A0259,2025-Q1,38000
A0259,2025-Q2,38000
A0259,2025-Q3,73000
A0259,2025-Q4,73000
A0259,2026-Q1,73000
A0260,2025-Q1,181000
A0260,2025-Q2,181000
A0260,2025-Q3,181000
A0260,2025-Q4,181000
A0260,2026-Q1,334000
A0261,2025-Q1,249000
A0261,2025-Q2,286000
A0261,2025-Q3,286000
A0261,2025-Q4,286000
A0261,2026-Q1,286000
A0262,2025-Q1,17000
A0262,2025-Q2,17000
A0262,2025-Q3,17000
A0262,2025-Q4,17000
A0262,2026-Q1,17000
A0263,2025-Q1,203000
A0263,2025-Q2,203000
A0263,2025-Q3,203000
A0263,2025-Q4,203000
A0263,2026-Q1,393000
A0264,2025-Q1,161000
A0264,2025-Q2,161000
A0264,2025-Q3,161000
A0264,2025-Q4,283000
A0264,2026-Q1,283000
A0265,2025-Q1,36000
A0265,2025-Q2,36000
A0265,2025-Q3,36000
A0265,2025-Q4,208000
A0265,2026-Q1,97000
A0266,2025-Q1,95000
A0266,2025-Q2,95000
A0266,2025-Q3,262000
A0266,2025-Q4,117000
A0266,2026-Q1,117000
A0267,2025-Q1,12000
A0267,2025-Q2,12000
A0267,2025-Q3,12000
A0267,2025-Q4,12000
A0267,2026-Q1,12000
A0268,2025-Q1,66000
A0268,2025-Q2,66000
A0268,2025-Q3,66000
A0268,2025-Q4,66000
A0268,2026-Q1,66000
A0269,2025-Q1,49000
A0269,2025-Q2,49000
A0269,2025-Q3,49000
A0269,2025-Q4,49000
A0269,2026-Q1,49000
A0270,2025-Q1,79000
A0270,2025-Q2,79000
A0270,2025-Q3,79000
A0270,2025-Q4,100000
A0270,2026-Q1,100000
A0271,2025-Q1,21000
A0271,2025-Q2,21000
A0271,2025-Q3,26000
A0271,2025-Q4,26000
A0271,2026-Q1,26000
A0272,2025-Q1,73000
A0272,2025-Q2,73000
A0272,2025-Q3,111000
A0272,2025-Q4,111000
A0272,2026-Q1,111000
A0273,2025-Q1,71000
A0273,2025-Q2,154000
A0273,2025-Q3,173000
A0273,2025-Q4,173000
A0273,2026-Q1,173000
A0274,2025-Q1,105000
A0274,2025-Q2,218000
A0274,2025-Q3,218000
A0274,2025-Q4,218000
A0274,2026-Q1,218000
A0275,2025-Q1,13000
A0275,2025-Q2,13000
A0275,2025-Q3,13000
A0275,2025-Q4,13000
A0275,2026-Q1,13000
A0276,2025-Q1,42000
A0276,2025-Q2,42000
A0276,2025-Q3,50000
A0276,2025-Q4,50000
A0276,2026-Q1,50000
A0277,2025-Q1,195000
A0277,2025-Q2,195000
A0277,2025-Q3,195000
A0277,2025-Q4,195000
A0277,2026-Q1,219000
A0278,2025-Q1,205000
A0278,2025-Q2,205000
A0278,2025-Q3,205000
A0278,2025-Q4,205000
A0278,2026-Q1,289000
A0279,2025-Q1,173000
A0279,2025-Q2,173000
A0279,2025-Q3,183000
A0279,2025-Q4,183000
A0279,2026-Q1,183000
A0280,2025-Q1,115000
A0280,2025-Q2,115000
A0280,2025-Q3,115000
A0280,2025-Q4,124000
A0280,2026-Q1,124000
A0281,2025-Q1,152000
A0281,2025-Q2,152000
A0281,2025-Q3,152000
A0281,2025-Q4,268000
A0281,2026-Q1,268000
A0282,2025-Q1,66000
A0282,2025-Q2,66000
A0282,2025-Q3,66000
A0282,2025-Q4,66000
A0282,2026-Q1,69000
A0283,2025-Q1,201000
A0283,2025-Q2,201000
A0283,2025-Q3,201000
A0283,2025-Q4,201000
A0283,2026-Q1,201000
A0284,2025-Q1,43000
A0284,2025-Q2,43000
A0284,2025-Q3,43000
A0284,2025-Q4,43000
A0284,2026-Q1,43000
A0285,2025-Q1,11000
A0285,2025-Q2,11000
A0285,2025-Q3,11000
A0285,2025-Q4,11000
A0285,2026-Q1,26000
A0286,2025-Q1,257000
A0286,2025-Q2,257000
A0286,2025-Q3,257000
A0286,2025-Q4,257000
A0286,2026-Q1,257000
A0287,2025-Q1,169000
A0287,2025-Q2,484000
A0287,2025-Q3,484000
A0287,2025-Q4,484000
A0287,2026-Q1,484000
A0288,2025-Q1,146000
A0288,2025-Q2,146000
A0288,2025-Q3,399000
A0288,2025-Q4,399000
A0288,2026-Q1,399000
A0289,2025-Q1,48000
A0289,2025-Q2,48000
A0289,2025-Q3,51000
A0289,2025-Q4,51000
A0289,2026-Q1,51000
A0290,2025-Q1,200000
A0290,2025-Q2,200000
A0290,2025-Q3,412000
A0290,2025-Q4,412000
A0290,2026-Q1,475000
A0291,2025-Q1,0
A0292,2025-Q1,58000
A0292,2025-Q2,58000
A0292,2025-Q3,58000
A0292,2025-Q4,58000
A0292,2026-Q1,58000
A0293,2025-Q1,86000
A0293,2025-Q2,86000
A0293,2025-Q3,226000
A0293,2025-Q4,226000
A0293,2026-Q1,214000
A0294,2025-Q1,208000
A0294,2025-Q2,208000
A0294,2025-Q3,208000
A0294,2025-Q4,208000
A0294,2026-Q1,232000
A0295,2025-Q1,97000
A0295,2025-Q2,97000
A0295,2025-Q3,97000
A0295,2025-Q4,175000
A0295,2026-Q1,175000
A0296,2025-Q1,14000
A0296,2025-Q2,14000
A0296,2025-Q3,14000
A0296,2025-Q4,14000
A0296,2026-Q1,14000
A0297,2025-Q1,36000
A0297,2025-Q2,36000
A0297,2025-Q3,36000
A0297,2025-Q4,36000
A0297,2026-Q1,49000
A0298,2025-Q1,38000
A0298,2025-Q2,60000
A0298,2025-Q3,73000
A0298,2025-Q4,73000
A0298,2026-Q1,73000
A0299,2025-Q1,96000
A0299,2025-Q2,96000
A0299,2025-Q3,96000
A0299,2025-Q4,96000
A0299,2026-Q1,96000
A0300,2025-Q1,45000
A0300,2025-Q2,45000
A0300,2025-Q3,73000
A0300,2025-Q4,73000
A0300,2026-Q1,73000
A0301,2025-Q1,54000
A0301,2025-Q2,54000
A0301,2025-Q3,54000
A0301,2025-Q4,73000
A0301,2026-Q1,73000
A0302,2025-Q1,30000
A0302,2025-Q2,30000
A0302,2025-Q3,30000
A0302,2025-Q4,30000
A0302,2026-Q1,30000
A0303,2025-Q1,204000
A0303,2025-Q2,204000
A0303,2025-Q3,204000
A0303,2025-Q4,204000
A0303,2026-Q1,334000
A0304,2025-Q1,137000
A0304,2025-Q2,0
A0305,2025-Q1,33000
A0305,2025-Q2,33000
A0305,2025-Q3,33000
A0305,2025-Q4,33000
A0305,2026-Q1,87000
A0306,2025-Q1,263000
A0306,2025-Q2,263000
A0306,2025-Q3,263000
A0306,2025-Q4,703000
A0306,2026-Q1,703000
A0307,2025-Q1,205000
A0307,2025-Q2,205000
A0307,2025-Q3,205000
A0307,2025-Q4,205000
A0307,2026-Q1,271000
A0308,2025-Q1,111000
A0308,2025-Q2,111000
A0308,2025-Q3,111000
A0308,2025-Q4,111000
A0308,2026-Q1,169000
A0309,2025-Q1,122000
A0309,2025-Q2,122000
A0309,2025-Q3,122000
A0309,2025-Q4,122000
A0309,2026-Q1,168000
A0310,2025-Q1,242000
A0310,2025-Q2,242000
A0310,2025-Q3,242000
A0310,2025-Q4,242000
A0310,2026-Q1,466000
A0311,2025-Q1,189000
A0311,2025-Q2,189000
A0311,2025-Q3,189000
A0311,2025-Q4,189000
A0311,2026-Q1,12000
A0312,2025-Q1,129000
A0312,2025-Q2,318000
A0312,2025-Q3,318000
A0312,2025-Q4,318000
A0312,2026-Q1,318000
A0313,2025-Q1,172000
A0313,2025-Q2,172000
A0313,2025-Q3,172000
A0313,2025-Q4,194000
A0313,2026-Q1,194000
A0314,2025-Q1,138000
A0314,2025-Q2,138000
A0314,2025-Q3,138000
A0314,2025-Q4,138000
A0314,2026-Q1,167000
A0315,2025-Q1,89000
A0315,2025-Q2,89000
A0315,2025-Q3,89000
A0315,2025-Q4,89000
A0315,2026-Q1,97000
A0316,2025-Q1,221000
A0316,2025-Q2,221000
A0316,2025-Q3,221000
A0316,2025-Q4,221000
A0316,2026-Q1,225000
A0317,2025-Q1,40000
A0317,2025-Q2,92000
A0317,2025-Q3,92000
A0317,2025-Q4,92000
A0317,2026-Q1,92000
A0318,2025-Q1,167000
A0318,2025-Q2,355000
A0318,2025-Q3,355000
A0318,2025-Q4,355000
A0318,2026-Q1,355000
A0319,2025-Q1,101000
A0319,2025-Q2,101000
A0319,2025-Q3,137000
A0319,2025-Q4,137000
A0319,2026-Q1,137000
A0320,2025-Q1,78000
A0320,2025-Q2,78000
A0320,2025-Q3,78000
A0320,2025-Q4,85000
A0320,2026-Q1,85000
A0321,2025-Q1,87000
A0321,2025-Q2,87000
A0321,2025-Q3,87000
A0321,2025-Q4,271000
A0321,2026-Q1,271000
A0322,2025-Q1,267000
A0322,2025-Q2,267000
A0322,2025-Q3,521000
A0322,2025-Q4,521000
A0322,2026-Q1,521000
A0323,2025-Q1,246000
A0323,2025-Q2,246000
A0323,2025-Q3,246000
A0323,2025-Q4,246000
A0323,2026-Q1,246000
A0324,2025-Q1,223000
A0324,2025-Q2,223000
A0324,2025-Q3,223000
A0324,2025-Q4,223000
A0324,2026-Q1,232000
A0325,2025-Q1,142000
A0325,2025-Q2,142000
A0325,2025-Q3,142000
A0325,2025-Q4,142000
A0325,2026-Q1,142000
A0326,2025-Q1,257000
A0326,2025-Q2,266000
A0326,2025-Q3,266000
A0326,2025-Q4,266000
A0326,2026-Q1,266000
A0327,2025-Q1,200000
A0327,2025-Q2,286000
A0327,2025-Q3,304000
A0327,2025-Q4,304000
A0327,2026-Q1,304000
A0328,2025-Q1,12000
A0328,2025-Q2,12000
A0328,2025-Q3,12000
A0328,2025-Q4,12000
A0328,2026-Q1,21000
A0329,2025-Q1,110000
A0329,2025-Q2,110000
A0329,2025-Q3,110000
A0329,2025-Q4,110000
A0329,2026-Q1,110000
A0330,2025-Q1,154000
A0330,2025-Q2,154000
A0330,2025-Q3,154000
A0330,2025-Q4,177000
A0330,2026-Q1,177000
A0331,2025-Q1,161000
A0331,2025-Q2,196000
A0331,2025-Q3,196000
A0331,2025-Q4,196000
A0331,2026-Q1,196000
A0332,2025-Q1,165000
A0332,2025-Q2,165000
A0332,2025-Q3,165000
A0332,2025-Q4,165000
A0332,2026-Q1,0
A0333,2025-Q1,224000
A0333,2025-Q2,224000
A0333,2025-Q3,224000
A0333,2025-Q4,224000
A0333,2026-Q1,224000
A0334,2025-Q1,28000
A0334,2025-Q2,28000
A0334,2025-Q3,28000
A0334,2025-Q4,28000
A0334,2026-Q1,31000
A0335,2025-Q1,231000
A0335,2025-Q2,231000
A0335,2025-Q3,231000
A0335,2025-Q4,265000
A0335,2026-Q1,461000
A0336,2025-Q1,87000
A0336,2025-Q2,87000
A0336,2025-Q3,87000
A0336,2025-Q4,87000
A0336,2026-Q1,87000
A0337,2025-Q1,22000
A0337,2025-Q2,22000
A0337,2025-Q3,22000
A0337,2025-Q4,22000
A0337,2026-Q1,23000
A0338,2025-Q1,18000
A0338,2025-Q2,33000
A0338,2025-Q3,33000
A0338,2025-Q4,33000
A0338,2026-Q1,33000
A0339,2025-Q1,64000
A0339,2025-Q2,64000
A0339,2025-Q3,64000
A0339,2025-Q4,64000
A0339,2026-Q1,64000
A0340,2025-Q1,239000
A0340,2025-Q2,239000
A0340,2025-Q3,356000
A0340,2025-Q4,356000
A0340,2026-Q1,378000
A0341,2025-Q1,89000
A0341,2025-Q2,139000
A0341,2025-Q3,139000
A0341,2025-Q4,139000
A0341,2026-Q1,139000
A0342,2025-Q1,171000
A0342,2025-Q2,171000
A0342,2025-Q3,171000
A0342,2025-Q4,171000
A0342,2026-Q1,171000
A0343,2025-Q1,240000
A0343,2025-Q2,240000
A0343,2025-Q3,254000
A0343,2025-Q4,254000
A0343,2026-Q1,254000
A0344,2025-Q1,111000
A0344,2025-Q2,111000
A0344,2025-Q3,111000
A0344,2025-Q4,111000
A0344,2026-Q1,0
A0345,2025-Q1,59000
A0345,2025-Q2,59000
A0345,2025-Q3,59000
A0345,2025-Q4,0
A0346,2025-Q1,48000
A0346,2025-Q2,48000
A0346,2025-Q3,48000
A0346,2025-Q4,48000
A0346,2026-Q1,105000
A0347,2025-Q1,208000
A0347,2025-Q2,208000
A0347,2025-Q3,208000
A0347,2025-Q4,208000
A0347,2026-Q1,208000
A0348,2025-Q1,32000
A0348,2025-Q2,32000
A0348,2025-Q3,32000
A0348,2025-Q4,32000
A0348,2026-Q1,307000
A0349,2025-Q1,257000
A0349,2025-Q2,257000
A0349,2025-Q3,257000
A0349,2025-Q4,257000
A0349,2026-Q1,627000
A0350,2025-Q1,198000
A0350,2025-Q2,198000
A0350,2025-Q3,0
A0351,2025-Q1,67000
A0351,2025-Q2,67000
A0351,2025-Q3,67000
A0351,2025-Q4,67000
A0351,2026-Q1,185000
A0352,2025-Q1,92000
A0352,2025-Q2,118000
A0352,2025-Q3,403000
A0352,2025-Q4,403000
A0352,2026-Q1,490000
A0353,2025-Q1,46000
A0353,2025-Q2,47000
A0353,2025-Q3,47000
A0353,2025-Q4,47000
A0353,2026-Q1,47000
A0354,2025-Q1,135000
A0354,2025-Q2,138000
A0354,2025-Q3,138000
A0354,2025-Q4,138000
A0354,2026-Q1,138000
A0355,2025-Q1,235000
A0355,2025-Q2,235000
A0355,2025-Q3,235000
A0355,2025-Q4,236000
A0355,2026-Q1,236000
A0356,2025-Q1,155000
A0356,2025-Q2,155000
A0356,2025-Q3,155000
A0356,2025-Q4,176000
A0356,2026-Q1,176000
A0357,2025-Q1,18000
A0357,2025-Q2,18000
A0357,2025-Q3,18000
A0357,2025-Q4,47000
A0357,2026-Q1,47000
A0358,2025-Q1,116000
A0358,2025-Q2,116000
A0358,2025-Q3,186000
A0358,2025-Q4,186000
A0358,2026-Q1,186000
A0359,2025-Q1,228000
A0359,2025-Q2,228000
A0359,2025-Q3,228000
A0359,2025-Q4,309000
A0359,2026-Q1,309000
A0360,2025-Q1,27000
A0360,2025-Q2,27000
A0360,2025-Q3,27000
A0360,2025-Q4,27000
A0360,2026-Q1,27000
A0361,2025-Q1,19000
A0361,2025-Q2,19000
A0361,2025-Q3,19000
A0361,2025-Q4,19000
A0361,2026-Q1,19000
A0362,2025-Q1,192000
A0362,2025-Q2,192000
A0362,2025-Q3,217000
A0362,2025-Q4,230000
A0362,2026-Q1,230000
A0363,2025-Q1,52000
A0363,2025-Q2,52000
A0363,2025-Q3,52000
A0363,2025-Q4,52000
A0363,2026-Q1,0
A0364,2025-Q1,75000
A0364,2025-Q2,75000
A0364,2025-Q3,75000
A0364,2025-Q4,75000
A0364,2026-Q1,78000
A0365,2025-Q1,14000
A0365,2025-Q2,73000
A0365,2025-Q3,73000
A0365,2025-Q4,73000
A0365,2026-Q1,73000
A0366,2025-Q1,114000
A0366,2025-Q2,114000
A0366,2025-Q3,114000
A0366,2025-Q4,114000
A0366,2026-Q1,0
A0367,2025-Q1,121000
A0367,2025-Q2,121000
A0367,2025-Q3,121000
A0367,2025-Q4,121000
A0367,2026-Q1,248000
A0368,2025-Q1,62000
A0368,2025-Q2,62000
A0368,2025-Q3,62000
A0368,2025-Q4,62000
A0368,2026-Q1,86000
A0369,2025-Q1,129000
A0369,2025-Q2,129000
A0369,2025-Q3,129000
A0369,2025-Q4,129000
A0369,2026-Q1,0
A0370,2025-Q1,13000
A0370,2025-Q2,13000
A0370,2025-Q3,13000
A0370,2025-Q4,13000
A0370,2026-Q1,14000
A0371,2025-Q1,46000
A0371,2025-Q2,46000
A0371,2025-Q3,46000
A0371,2025-Q4,46000
A0371,2026-Q1,46000
A0372,2025-Q1,75000
A0372,2025-Q2,75000
A0372,2025-Q3,75000
A0372,2025-Q4,75000
A0372,2026-Q1,75000
A0373,2025-Q1,17000
A0373,2025-Q2,17000
A0373,2025-Q3,17000
A0373,2025-Q4,17000
A0373,2026-Q1,17000
A0374,2025-Q1,22000
A0374,2025-Q2,22000
A0374,2025-Q3,22000
A0374,2025-Q4,22000
A0374,2026-Q1,22000
A0375,2025-Q1,262000
A0375,2025-Q2,450000
A0375,2025-Q3,361000
A0375,2025-Q4,361000
A0375,2026-Q1,361000
A0376,2025-Q1,105000
A0376,2025-Q2,105000
A0376,2025-Q3,252000
A0376,2025-Q4,252000
A0376,2026-Q1,252000
A0377,2025-Q1,74000
A0377,2025-Q2,78000
A0377,2025-Q3,78000
A0377,2025-Q4,78000
A0377,2026-Q1,78000
A0378,2025-Q1,258000
A0378,2025-Q2,258000
A0378,2025-Q3,258000
A0378,2025-Q4,258000
A0378,2026-Q1,258000
A0379,2025-Q1,93000
A0379,2025-Q2,93000
A0379,2025-Q3,93000
A0379,2025-Q4,93000
A0379,2026-Q1,93000
A0380,2025-Q1,280000
A0380,2025-Q2,280000
A0380,2025-Q3,309000
A0380,2025-Q4,309000
A0380,2026-Q1,309000
A0381,2025-Q1,41000
A0381,2025-Q2,41000
A0381,2025-Q3,41000
A0381,2025-Q4,41000
A0381,2026-Q1,0
A0382,2025-Q1,14000
A0382,2025-Q2,30000
A0382,2025-Q3,30000
A0382,2025-Q4,30000
A0382,2026-Q1,78000
A0383,2025-Q1,154000
A0383,2025-Q2,163000
A0383,2025-Q3,163000
A0383,2025-Q4,408000
A0383,2026-Q1,408000
A0384,2025-Q1,158000
A0384,2025-Q2,158000
A0384,2025-Q3,158000
A0384,2025-Q4,158000
A0384,2026-Q1,165000
A0385,2025-Q1,49000
A0385,2025-Q2,49000
A0385,2025-Q3,49000
A0385,2025-Q4,49000
A0385,2026-Q1,49000
A0386,2025-Q1,112000
A0386,2025-Q2,112000
A0386,2025-Q3,0
A0387,2025-Q1,169000
A0387,2025-Q2,217000
A0387,2025-Q3,217000
A0387,2025-Q4,217000
A0387,2026-Q1,217000
A0388,2025-Q1,193000
A0388,2025-Q2,193000
A0388,2025-Q3,193000
A0388,2025-Q4,194000
A0388,2026-Q1,194000
A0389,2025-Q1,22000
A0389,2025-Q2,22000
A0389,2025-Q3,22000
A0389,2025-Q4,35000
A0389,2026-Q1,35000
A0390,2025-Q1,150000
A0390,2025-Q2,320000
A0390,2025-Q3,320000
A0390,2025-Q4,320000
A0390,2026-Q1,304000
A0391,2025-Q1,235000
A0391,2025-Q2,235000
A0391,2025-Q3,235000
A0391,2025-Q4,235000
A0391,2026-Q1,240000
A0392,2025-Q1,197000
A0392,2025-Q2,197000
A0392,2025-Q3,204000
A0392,2025-Q4,204000
A0392,2026-Q1,204000
A0393,2025-Q1,160000
A0393,2025-Q2,160000
A0393,2025-Q3,160000
A0393,2025-Q4,160000
A0393,2026-Q1,160000
A0394,2025-Q1,48000
A0394,2025-Q2,48000
A0394,2025-Q3,48000
A0394,2025-Q4,48000
A0394,2026-Q1,61000
A0395,2025-Q1,173000
A0395,2025-Q2,173000
A0395,2025-Q3,173000
A0395,2025-Q4,173000
A0395,2026-Q1,173000
A0396,2025-Q1,221000
A0396,2025-Q2,221000
A0396,2025-Q3,282000
A0396,2025-Q4,282000
A0396,2026-Q1,342000
A0397,2025-Q1,15000
A0397,2025-Q2,15000
A0397,2025-Q3,15000
A0397,2025-Q4,15000
A0397,2026-Q1,15000
A0398,2025-Q1,204000
A0398,2025-Q2,386000
A0398,2025-Q3,386000
A0398,2025-Q4,386000
A0398,2026-Q1,386000
A0399,2025-Q1,113000
A0399,2025-Q2,113000
A0399,2025-Q3,113000
A0399,2025-Q4,114000
A0399,2026-Q1,114000
A0400,2025-Q1,0
A0401,2025-Q1,13000
A0401,2025-Q2,13000
A0401,2025-Q3,13000
A0401,2025-Q4,36000
A0401,2026-Q1,36000
A0402,2025-Q1,176000
A0402,2025-Q2,214000
A0402,2025-Q3,214000
A0402,2025-Q4,214000
A0402,2026-Q1,214000
A0403,2025-Q1,159000
A0403,2025-Q2,159000
A0403,2025-Q3,159000
A0403,2025-Q4,437000
A0403,2026-Q1,437000
A0404,2025-Q1,187000
A0404,2025-Q2,187000
A0404,2025-Q3,193000
A0404,2025-Q4,193000
A0404,2026-Q1,193000
A0405,2025-Q1,13000
A0405,2025-Q2,13000
A0405,2025-Q3,13000
A0405,2025-Q4,0
A0406,2025-Q1,45000
A0406,2025-Q2,45000
A0406,2025-Q3,49000
A0406,2025-Q4,49000
A0406,2026-Q1,49000
A0407,2025-Q1,216000
A0407,2025-Q2,216000
A0407,2025-Q3,290000
A0407,2025-Q4,290000
A0407,2026-Q1,290000
A0408,2025-Q1,59000
A0408,2025-Q2,59000
A0408,2025-Q3,59000
A0408,2025-Q4,59000
A0408,2026-Q1,59000
A0409,2025-Q1,151000
A0409,2025-Q2,151000
A0409,2025-Q3,290000
A0409,2025-Q4,290000
